Text,Label
Oru ghum illaa,Negative
Lalettan aka Ittymaani - super duper fantastic bombastic superlastic...,not-malayalam
എന്റെ പൊന്നു ജോജോ നുമ്മ   കട്ട waiting സംഭവം പൊളിച്ചു ഇപ്പൊ മ്മടെ മലയാള സിനിമ വേറെ ലെവലാണ്,Positive
Oru onnuonnara adaru team combination analloo,Positive
അടിപൊളി  ഇത് തകർക്കും.  ഓണം വരെ കാത്തിരിക്കാനും റാണിയെ കാണാനും ROYAL MECH is waiting,Positive
Mammooty + linto kurian + ajai vasudev = swag ka baap,not-malayalam
ഞാൻ പറയുക ആണെങ്കിൽ  ഉണ്ണി mugundhan.... അത് എടുത്തിട്ടുണ്ട്.. മിണ്ടാതെ ഇരിക്ക കള്ളൻ.... ഒന്നും  അറിയാത്ത പോലെ... ഗൊച്ചു ഗള്ളൻ,unknown_state
Age in reverse gear.. Ennu parayunnath verthe alla ikkaa..,Positive
മൂക്കുത്തി ഒഴികെ ബാക്കി എല്ലാം കണ്ട നമ്മൾ,unknown_state
മമ്മൂക്കയുടെ ഡയലോഗ് വീണ്ടും വീണ്ടുവീണ്ടും കേൾക്കാൻ വരുന്നവർ ലൈക് ചെയ്യ്,unknown_state
ഇക്കാ ഫാൻസിന്റെ വക വിജയാശംസകൾ നേരുന്നു...  ഞാനൊരു ഇക്കാ ഫാൻ ആണ് എനിക്ക് ഒരു 100ലൈക്‌ തരാമോ ഏട്ടൻ ഫാൻസ്‌,Positive
ee adutha kalathenkilum ee padam erangooo,unknown_state
Sportz കാർ nu ee filmil എന്തൊക്കെയോ role und,unknown_state
Midun Immanuel Vs crime thriller ,not-malayalam
ആരും സഞ്ചരിക്കാത്ത വഴികളിലൂടെ നിവിൻ സഞ്ചരിച്ചു തുടങ്ങി,Positive
Pwoli songatto ethra kettittum mathi varunnilla,Positive
ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പോയി പറ,unknown_state
Poyathu poyi Ente kayil oru mookuthiyund. Edukatte,unknown_state
Song kollam ...but dance aru boru...,Mixed_feelings
Amala paul  nte Aadai cinemayum aayi saamyam thoniyavar undo?,Mixed_feelings
Njanoru lalettan fan aanu Eth dislike adikan thonunilla Ikka pwolichu 0:32 mass and stylish,Positive
Kurre  Ekka Duranthangla Unlike Thudangitt indalla,Negative
Maranamass trailer  Ettan powlichu Supper kidukki  Love you laletta,Positive
ഞാൻ ഈ പടം കാണില്ല കാരണം ഇതിന്റെ ഡയറക്ടർ അജയ് വാസുദേവ്‌ ആണ്,Negative
Surajettan sound modulation kurach koodi nannakamayirunnu,Negative
Yaarupa ne indian no 1 mass actor,not-malayalam
Pirates of the caribean രംഗങ്ങള്‍ കാണുന്നുണ്ടല്ലോ?,unknown_state
Comments vayichu chirichu oru paruvam aayi,unknown_state
33k kurugal kanunnylllle dislike duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum,Negative
"മമ്മുക്കയേ കൊണ്ടേ കഴിയു...  ഇദ്ദേഹം  ഒരു  മഹാ വിസ്‌മമയ  മാണ്,,,, മാറി മറിയുന്ന വേഷ ഭാവങ്ങൾ",Positive
കുറച്ചു സിനിമകൾ പക്ഷെ അഭിനയിക്കാൻ അറിഞ്ഞൂടാ ജീവിച്ചു കാണിക്കാനേ അറിയൂ .. അബിക്ക നിങ്ങൾ ഭാഗ്യം ചെയ്ത ഉപ്പയ,Positive
O ikka polichu 68am vayasillum mass lookka,Positive
അടുത്തുറങ്ങിയ പല തമിഴ് തറില്ലറുകളുടെ ഒരു ഛായ തോന്നിയോ?  Awesome trailer...let it be a game changer,Positive
Mamangam.  =.  Like Syeraa narasimha Reddy. = Comment,not-malayalam
ഈ പാട്ട് ജോബ് പാടുന്നത് കേൾക്കാൻ ഒരു ആഗ്രഹം..... :),unknown_state
aww.... enthokya ee kaatikootunnathu. poottile  trailer aayipoyi,Negative
ഈ ട്രെയിലർ ബിഗ്  ബ്രദർ എഡിറ്റ് ചെയ്ത മരങോടനെ ഒന്നു കാണിച്ചു കൊടുക്കു,unknown_state
സന്തോഷ്‌ ബ്രഹ്മി കഴിച്ചോളൂ. എവിടെയാ വച്ചതെന്ന് അപ്പോൾ കിട്ടും,unknown_state
Oru songil tane itrayum comedy apo onam ittymani kond poyi enu paranjekk,Positive
Orru addar movie ayyyrikkum ithuvarre kannatha orru ayytam,Positive
Trailer kidu kidu pakshe movie athippol kandariyaam,Mixed_feelings
ഞങ്ങടെ സ്വാസൂന്റെ ബിഗ്‌സ്‌ക്രീനിലേക്കുള്ള ഒരു പൊൻതൂവലാവട്ടെ...  . PMJ   . All the  best മുത്തേ  ആകാംഷയോടെ കാത്തിരിക്കുന്നു....... SwasuuuuSwasuuu,Positive
Idhanu njanga paranja nadan ivananu NADAN  #mammootty,unknown_state
എന്നാ പാടാഡാ ഉവ്വേ  ഇങ്ങൾ അഭിനയിക്കുക തന്നെ ആയിരുന്നോ?  ഇത് സിനിമ തന്നെ ആണോ?  ശെരിക്കും പറഞ്ഞാൽ 100രൂപക്ക് ടിക്കറ്റ് എടുത്താൽ നാല് ചേട്ടന്മാരുടെ ജീവിതം കാണാം,Positive
16 k..  mammooty fans thayolikal dislike pooranmar,Negative
പാട്ടിൽ ഉണ്ണി അച്യുത് സുദേവ് ഒക്കെ ഒരു ദുരൂഹത ആണല്ലോ,unknown_state
Padam veruthe poliyanu..... Njn ethuvare kandathil vechu ettavum poli padam ethanu... Oru kutavum parayanilla youthanmaraya njagalku sherikkum eshtyi.. Polipadam onnukoodi nale kanunund...,Positive
Tiyaan & Kammara Sambhavam  #Lucifer Lallettan Fance  like Here,unknown_state
Love from utter pradesh mohan Sir,not-malayalam
1.7M VIEWS 177K LIKES  TRIPLE STRONGG,not-malayalam
Tickets edukkan chaver akendi varoonna thonnunne,unknown_state
Nammal ETTAN FANZZ. STRONG AANU athu angott kanichu kodukk. Haters okke odikko. ETTAN LOVERS LIKE COMMENT,unknown_state
eppolum expectation koodumbol film palapozhum flop aavara pathivu...trailer athrm nallathalangilum film adipowli aayrikumnnu vicharikunnu..,Positive
Ikkante makkal onnu like adichu poyee,unknown_state
Trailer  thanne 100 vattam kaanan thonna..... padam poliyaanu appo...,Positive
Vineeth sreenivasan Chetante cinema aano...nkil padam kiduvarikkum,Positive
Onume puriyala.. but  Song alluthu ji......aiyooooooooooooooo...super....super....kodaiyithu apdiye manasa....,not-malayalam
Pakka poli Nigal entha manasilakiknath keraliyar k buthiyillalae thani thedrit pakka fillm Thani poli film,Positive
Samajh mein nahi aaya... Lekin dekha ke atcha laga,not-malayalam
face Of Indian cinema Mega  Mammokka,not-malayalam
Adth psycho vendi katta waiting ,Positive
Prithvi  Lalettan  Bgm ?? any idea guyzz ?,not-malayalam
This film is gonna b another turning point in Jojus career. ജോജുവിന്റെ അഭിനയ ജീവിതത്തിലെ അടുത്ത നാഴികക്കല്ല്!,Positive
കാലങ്ങൾക്ക് ശേഷം മലയാള സിനിമ കുട്ടികൾ എന്ന വിഭാഗക്കാരെ കുറിച്ചു ഓർമ്മിച്ചിരിക്കുന്നു! ഈ ചിത്രം കുട്ടികളുടെ ക്രിസ്തുമസ് അവധി അടിപൊളി ആക്കട്ടെ...ആശംസകൾ,Positive
Watch #OreVidhi malayalam shortfilm,unknown_state
ഒരു നല്ലൊരു ട്രെയ്ലറിനെ എഡിറ്റ്‌ ചെയ്തു കുളമാക്കി പിന്നെ ഇതിലുപോയോഗിച്ച ഫോണ്ടിങ്ങും ശെരിയല്ല...,Mixed_feelings
ഇട്ടിച്ചനെ കണ്ടിട് ട്രയ്ലർ കാണാൻ വന്നവർക്ക് ലൈക് adikam. ഒരു 100 likeenkilum കിട്ടുവോ..,unknown_state
Bigbrother ന്റെ അർത്ഥം വല്ല്യേട്ടൻ എന്നല്ലേ,unknown_state
Katta lallettan fana..ennalum trailer Kollam variety ayitund.nice bgm....,Positive
ഈ വീഡിയോ താഴെ കമന്റ് ചെയ്യുന്ന എല്ലാ കൂട്ടുകാരോടും ഞാനും യൂട്യൂബിൽ വീഡിയോസ് ഇടുന്നുണ്ട് സമയമുണ്ടെങ്കിൽ വീഡിയോസ് കണ്ടു നോക്കണം ഇഷ്ടപ്പെട്ടാൽ മാത്രം സപ്പോർട്ട് ചെയ്യണം ഓണം,unknown_state
ഇതൊന്നും നമ്മള് പ്രോത്സാഹിപ്പിക്കില്ല ഇക്കാ... ശെരിയല്ലെങ്കിൽ ഇക്കയായാലും തിരുത്തണം...,Negative
urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super,Mixed_feelings
Realistic padam kandu maduthu eni korachu mass aakam,Mixed_feelings
ഏട്ടന്റെ ബിഗ് ബ്രദറിന് കുഞ്ഞിക്ക ഫാൻസിന്റെ വിജയാശംസകൾ,Positive
Ikka oru rakshaumilla ithe kalakkum  raja da.....,Positive
അജയ് വാസുദേവ് എന്റെയൊക്കെ ഗണത്തിൽ പെടുന്ന ഒരു ഫാൻ..ആണ്...വേറെ ആരേലും ഉണ്ടോ ഈ ഗണത്തിൽ,unknown_state
Pulimurukan chaya kachiyathu pole thonniyathu enikku mathramano...,Mixed_feelings
100k likes in 1 hr.,not-malayalam
Maduraraja enna comedy padam 300Kodi varum,Positive
17k views in 1hr 10k cmnts,not-malayalam
Prayam oru number maathram thalivaa,Positive
Dislike adicha....... Kal poyi 1080 p itte kaanada naayikkale,Negative
Ikka Arya prithi surajettan Puthiya payyanmaru Ahana Ellarum pwolichutta,Positive
"Ikka mwuth, Shylock idikkatta waiting",Positive
Entamooooo padammm kidukiiii oru rekshayum illa kidilannnnnn,Positive
ഈ പാട്ടിനോ അഭിനയത്തിനോ ഒരു കുഴപ്പവും ഇല്ല,Positive
ടീസർ ഇഷ്ടപെട്ടവർ ഇതൊന്നു  കാണുക   ഫാൻസ്‌ ലൈക്‌ here,unknown_state
Odiyanekaal kooduthal kanji vendivarum lucifarine,unknown_state
Last aa chadi adi.... Uff.        Frm an ettan fan,Positive
Trailer lagging anenkilum padam vijayikkumennu vicharikkunnu  All the very best,Mixed_feelings
Bobby shemy saji    bonny,unknown_state
pinnem pinnem kaanaanu.... mathiyaavanillaaaa.... katta waiting thudangiii ..... പൊളിച്ചടക്കണോട്ടാ......,Positive
Honey Rose നെ കണ്ടപ്പോൾ തന്നെ desperate ആയി.,unknown_state
ഇത് film ആണോ real ആണോ  Mammukka pwoli,Positive
Perr  kand trailer nnokkan vanna thrissur karr like adik,unknown_state
No doubt it's gonna disaster,not-malayalam
ഇവരെയൊക്കെ കാണുമ്പോഴാ ആ ബാലകൃഷ്ണയെ ഒക്കെയെടുത്ത് കിണറ്റിലിടാന്‍ തോന്നുന്നേ,unknown_state
Dileepinu ee santa vesham nannayi cherunnundu  My Santa kuttikalkku ishta pedunna oru cinema ayirikkum ennu karuthi.... Athukondu ee cinema kananam ennonum indayirunilla.  But ento trailer kandappo vallandu ishtayi.....    Dileepettan  Magic,Positive
Ee padam... Gambheera hit akum.... allenkil Ghambira flop akum...,Mixed_feelings
Ikka hvy  vere lvl trailer,Positive
Oru katta local padam loading aanu makkaleyy,Positive
Mamookka u are a legend kurupachan,not-malayalam
Asooyamootha laalunnikal kuthiyirunnu dislike adikkunnu .poy chaavinadaa,Negative
trailer cristiano ronaldo version...  Nice edit,not-malayalam
Dislike adikan keri like adichath njaan mathramaano?,unknown_state
ഈ പാട്ടിന് എന്താ കുഴപ്പം? കിട്ടുക്കാച്ചി പാട്ട്,Positive
1:34 side ill nikkunnath prithviraj alle,unknown_state
Laletten fan anu pakshae trailer oru rakshayilla ikka look poli,Positive
ബോസ്‌ഓഫീസിൽ ഇനി അസുരന്റെ പൂണ്ടു വിളയാട്ടം കാണാം ഇത് അജയ് വാസുദേവിന്റെ ഏറ്റവും ബെസ്റ്റും ഏറ്റവും കലക്ഷനും കിട്ടുന്ന മൂവി ആയിരിക്കും എന്ന് ഉറപ്പുള്ളവർക് LIKE  അടിക്കാനുള്ള COMNT,Positive
Ayyeeee....dialouge presentation ottum illa....evan enge nayakan ayi? Lalunni....evanano swayam complete actor ennu vilikanee.....myran,Negative
നാട്ടിലും സിനിമയിലും ഒക്കെ ഇപ്പൊ  സൈക്കോകൾ ആണല്ലോ ദൈവമേ...,unknown_state
Lalettan fan aanu. Lucifer thakarthu. Ithum adipoli aakatte ennu aashamsikkunnu...,Positive
എത്ര കണ്ടിട്ടും മതിയാവാത്ത ഒരു അ ടാർ item,Positive
Swantham achanu kaanan kazhiyanja Vismayam... Thante makan...  Shain Nigam,Positive
Lucifer ...Rajuvettan malayalcinemakku nalkan pokunna ponthuval .....Lalettann awaiting ....For your devil lucifer,Positive
Koothara mass padam.. oru simbha touch,Negative
Ijjathi...ente ponne...namichu ikka nigale...mamangam maha yudham,Positive
Mamooka fans like adikan ula place,unknown_state
സീൻ 1.03 ചെമ്പൻ വിനോദ് കുരങ്ങൻ  കാണിച്ചപ്പോ മണിച്ചേട്ടനെ ഓർമ വന്നത് എനിക്ക് മാത്രമാണോ.  ഒരു 50 ലൈക്‌ തരാമോ,unknown_state
Salimkumar comedy verupikkum enna kariyathil urappayyi,Negative
"നമ്മുക്ക് നഷ്ടപെട്ടത് എന്തൊക്കെയോ \r തിരിച്ചു കിട്ടിയ ഫീലിംഗ്...... ക്യാമറ, ബാക്ക്ഗ്രൗണ്ട് മ്യൂസിക് സൂപ്പർ",Positive
angamali diaries + amen = Porinju mariyam Jose!!!!,unknown_state
baiju annanum ithilum mass dialog undakuo...like lucifer,unknown_state
"ട്രയ്ലർ കണ്ടിട്ട് പടം flop ആകുമെന്നു തോന്നുന്നവർ ആരൊക്കെ,,",Negative
Powli powli powli....midhun Manuel back again,Positive
compelete mass making oru rakshayumilla.  Raju ettan mass vimarshichavare vayi adappicha shilamea ollu raju ettanu,Positive
Nalla mootha enam aanenu kandapo manasilayi...shoka padam,Negative
സൂപ്പർസ്റ്റാർ എന്നാൽ അയാൽ  മാത്രം പോരാ. അത് നിലനിർത്തുകയും വേണം. അങ്ങനെ നോക്കിയാൽ മഞ്ജു ലേഡി സൂപ്പർസ്റ്റാർ തന്നെ,Positive
this looks like a kannada movie kirik party copy,not-malayalam
2019 ൽ കേരളത്തിലെ first day collection തിരുത്തിക്കുറിച്ച 10 സിനിമകൾ,unknown_state
ഇതിൽ mammootty രജനി ഫാൻ ആണെന്ന് തോന്നുന്നു,unknown_state
Mohanlal looks like as he was in jilla....,not-malayalam
Eth nammuk ikka fansinu oru pwoli pwolikkanam....,Positive
Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....,Positive
Ee varavu bollywood ine thakarkanam enn ente mathram aagrahamavilla,unknown_state
Ikkaas best actorile pole feel cheyyunnu,Positive
സംഭവം ടോപ് ആയിട്ടുണ്ട്.  ഞാൻ നാളെ തീയേറ്റർ പോയി രണ്ട് വട്ടം കാണും.,Positive
CHEKUTHANMARUDE RAJAVU LUCIFER @lalettan @rajuvettan #romanchification,unknown_state
0:12 സ്കോർപിയോ വിട്ട് ഒരു കളി ഇല്ല,unknown_state
Sacred games nte tune copy adichalo,not-malayalam
Ethra vattam keettu enn enikk oru idiyayumillaa,Positive
Ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella,Negative
ആ കുട്ടികളുടെ ബോംബെ സീനിൽ ഒരു kgf മയം തോന്നിയവർ ഉണ്ടോ??,unknown_state
Mamangam mohanlalum marakkar mammookkayum ayirunnenkil.ith chanthuvine ormippikkunnu,Positive
എന്റെ പൊന്നു പുഷ്കരേട്ടാ നിങ്ങൾ ആ GCC release date കൂടി ഒന്ന് പറയുന്നേ....,unknown_state
Making video കണ്ട ശേഷം വന്നവരുണ്ടോ ......,unknown_state
സ്റ്റീഫൻ നെടുമ്പള്ളി ആയി മാസ്സ് കാണിച്ച ഈ മനുഷ്യൻ ആണ് ഇട്ടിച്ചായൻ എന്ന് വിശ്വസിക്കാൻ പ്രയാസം അത്ര മാറി ലാലേട്ടൻ...,Positive
Adipoli super  bgm no raksha,Positive
National award nomination njan manakkunnu. Acahyanum,Positive
idum kuudi 37 aamathe repeat adi,Positive
Oru rakshayum illa..joli kazhin ksheenichirangiya enik ippo oru energy okke thonunu.. #Mamangam,Positive
മാധവൻ കട്ടതാണെങ്കിൽ ചേക്ക് വിട്ട് പോയിക്കാണില്ല. പപ്പേട്ടൻ്റ പറമ്പിലെ പൊട്ടക്കിണറ്റിൽ ഉണ്ടാവും,unknown_state
1.28 ലെ ബിജിഎം ലൈലാ മേ ലൈല സോങ്ങുമായി ബന്ധം തോന്നിയവരുണ്ടോ,unknown_state
എന്ത് പ്രഹസനം  ആണ്  സജി,unknown_state
Adaar camera...shyju Khalid fans adi like,Positive
Lady super star Manju Warrier Fans,not-malayalam
Kandu....nalla movie....Suraj oru rekshayumilla.....jeevich kanichu.... award urappa....nalla movie....comedy + love + Sad.....kunjappan Pwoliya.....,Positive
ഇനി രാവണന്റെ വരവാണ്. . #Shylock,unknown_state
Dasettans voice Sooper. തന്റെ പരിമിതി നിന്ന് കൊണ്ട് പരമാവധി മമ്മൂക്ക ശ്രമിച്ചു. Ego illathe eee role cheytatu valya karyam thanne,Positive
Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....,Positive
Mamangam Jallikket Moothon Marakkar  Sadharana BOX OFFICE nodayrrn Ni Theernu enn parayarr  Idh nammal nammalod thanne parayanda varum,Positive
Addipoli song.... ethra kettatum mathiyaavunnilla sathyam..,Positive
ikkade ethu videoyum trendingill undaavum athu 1m mugalill views,Positive
ഈ song നു വേണ്ടി wait ചെയ്ത ഇക്ക ഫാൻസ്‌ ലൈക്‌ അടി  മമ്മൂക്ക - ദാസേട്ടൻ combo,unknown_state
HAPPY BIRTHDAY NIVIN ACHAYA  Ichayan & lalettan fans nu like ivide adikkam,unknown_state
Oru  katta ikka fan aanengil    ivide come on,unknown_state
ഞാൻ ഒരു തകർപ്പൻ ചാനൽ തുടങ്ങിട്ടുണ്ട്.എല്ലാവരുമ്ം Subscribe ചെയ്തു സപ്പോർട്ട് ചെയ്യില്ലേ,unknown_state
Oru variety padam manakkunnu ettan uyir,Positive
Oru singam mmayam..  pwoli trailer,Positive
Iniya enthu kolamaan ithu aunty poley und,Negative
Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka,Positive
ഇനി വരാനുള്ളത് അവന്റേതാണ്  ലിന്റോ കുര്യൻ  പിശകാണോ എന്ന് ചോദിച്ചാൽ.......,unknown_state
Vishayam trailer onnum parayaan illa.... Lub u ettaaa,Positive
വളരെ സന്തോഷം.. 2 കോടി 93 ലക്ഷം + views.. കേരളത്തിൽ കൂടാതെ മറ്റു സംസ്ഥാനത്തെ ആളുകളുടെ commentts വായിക്കുമ്പോഴുള്ള ഒരു കുളിര്...    Love this song 3/12/2019  Time :12:38 Am,Positive
മവനെ കോല ഗാൻഡിലെ ഇറുക്കെ കൊല്ലമേ വിടമാട്ടെ,not-malayalam
Moonure enthayalum adikkila erunoore Kodi adukateenne ashamshikunu,Mixed_feelings
Kristianikalkidayil ivane oru pere ollu “LUCIFER”,unknown_state
Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo,Positive
രാജാവായ പഴശ്ശിയിൽ നിന്നും ചാവേറുകളുടെ നേതാവിലേക്ക് മമ്മൂക്ക  വെയ്റ്റിംഗ് ഇക്കാ.. first day തന്നെ പോയി കാണും..,Positive
Yandae samsayam mumooty yadutu kanum alu vedoill vanilla ........,unknown_state
Check full comment name and details name. kazhivil alla orotharkum nottam nummade alalo ennal comment and like adikam,unknown_state
Vannu vannu avan vannuIkka love yuu,Positive
Mammukka marana mass  Ikka fans like  Katta wi8 for mammangam,Positive
Social media vazhi paranju perippichu raju. .,Negative
Ithu 10 m mamankam 15 m cross cheyuvayirikum,unknown_state
ദയവു ചെയ്തു ആരും ഈ ദുരന്തത്തിന് തലവെക്കരുത്. അപേക്ഷയാണ്. ചിറകൊടിഞ്ഞ കിനാവുകൾ.,Negative
Xmas rajuvettanum surajettanum koodi kondupovunna thonnane,Positive
ആരാടാ എന്റെ ചങ്കിനോട് ചോദിക്കാതെ അവന്റെ പേരിൽ സിനിമയെടുത്തത്......,unknown_state
Trailer athra pora ennalum cinema polikaneeeerrr,Mixed_feelings
Trailer adipoli anne paranjal pora vere levala,Positive
Karutha muth... legend IM vijayan fans like adi. Bullet vijayettan... Gunda thanney,unknown_state
ഈയിടെ ഇറങ്ങിയതിൽ വെച്ചു എത്ര കണ്ടാലും കേട്ടാലും മതിവരാത്ത ഒരു പാട്ടു... ശെരിക്കും മമ്മൂക്കയോടുള്ള ബഹുമാനം കൂടി വരികയാണ്... അടിപൊളി...,Positive
തികച്ചും വ്യത്യസ്തം അല്ലാത്ത ഒരു ചാനൽ,unknown_state
Mass ithu polikkum mammookka .I am waiting,Positive
Oru kgf kanda feel......tovi machaan verey level aah........,Positive
Valladhe choriyunna mammunni fans ellam mary ninnu mandhikoli .. idhu lalettan anu angeru vere level anu . Neeyonnum ethra kootiyalum koodula,Negative
നിവിൻ പോളി ഫാൻസ്...ലൈക്ക്  ഇബടെ ഇട്ടോളി,unknown_state
Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference,Mixed_feelings
Ndaapooo ndayee.....inendaa vishuaa....ara ewde padakam pottichee....  uff romanjam_ahangaaram#ikka,unknown_state
Pakaram vekkan indian cinimayil aarumillatha ee rajavine katta kathirippu   laletta ingelu muthanu,Positive
Manju ഒരേ പൊളി..  കട്ട waiting..,Positive
Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo,Positive
#MEGASTORM IS COMING #MAMANGAM #MEGASTAR #NOVEMBER 21ONWARDS!!!!!  WAITING!!!!!!!!,not-malayalam
machaane ith polikkum......ittichante vaka oru sample vedikett maathram...ini theater pooraparambaakkkaan...ittichan oru varavukoodi varunnundenn paranjekkk......(ittimani),Positive
PORINJU IS WILD MARIAM IS CRAZY JOSE IS RAW........ മൊത്തത്തിൽ പൊളിച്ചില്ലേ ,Positive
