Text,Label
Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...,Offensive_Targeted_Insult_Group
Next level quality,not-Kannada
Le gandunTikamucchunnEe Tara worst song nin kayalli madakke agutta,Offensive_Targeted_Insult_Other
E song ero range ge 3to.5 millone agbekittu,Not_offensive
ಚಿತ್ರರಂಗದ ಧನಿಕರು ಎಲ್ಲಿದ್ದಿರ. ನಾಲ್ಕು ಜನ ಸೇರಿದರೆ ಸಾಕು,Not_offensive
ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?,Offensive_Targeted_Insult_Other
kelsa maddidare anna Modiji,Not_offensive
Chalu ati nataka,Not_offensive
super togari tippa,not-Kannada
Previous video dalli sai Kumar diolauge,Not_offensive
Hands up to vijaya prakash sirr,not-Kannada
En ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್,Not_offensive
Hands up - 308k likes nBelageddu - 308k likes,Offensive_Targeted_Insult_Other
Best episode sir,not-Kannada
Super sir baigla sir,Not_offensive
Tik tok shata,Offensive_Targeted_Insult_Group
Yakebdre krishnana shapa aduke,Not_offensive
Hidden detail in  trailer of Avane Srimanarayana....n,Not_offensive
Elli politics jasti and beliyokke bedalla hotte kirchu padthare,Offensive_Targeted_Insult_Group
All fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzzzz,Offensive_Targeted_Insult_Group
ಎಸ್ ಸೂಪರ್ ಸಾಂಗ್,Not_offensive
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದ್ದು ನಮ್ಮ ದೇಶದ ಅನ್ನ ತಿಂದು ಬೇರೆ ದೇಶಕ್ಕೆ ಲಾಭ ಮಾಡ್ತಾ ಇದೀರಾ ನಾಚಿಕೆ ಆಗಬೇಕು ಹಿಂತವರಿಗೆ,Not_offensive
Dislike kon kiya re m###₹##0d ..,Offensive_Targeted_Insult_Other
Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video ,Not_offensive
Super song ,not-Kannada
Super tippa i like video i love video,not-Kannada
@Sharath T urkondu sayri sulemakalla 1 year 3 blockbuster BOSS,Offensive_Targeted_Insult_Individual
Bro nim editing spr nan nim videos fan e video Dali heliro song matrA spr,Not_offensive
ಸಾಂಗ್ ಸೂಪರ್ nಮ್ಯೂಸಿಕ್,Not_offensive
Howdu brother nanu tv nalli nodidde evru elidnella avru elidru,Not_offensive
ಕೆಜಿಎಫ್  ಒಂದು ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದೆ nಅವನು ಅದಕ್ಕಿಂತ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟುತ್ತಾನೆ ಪಕ್ಕ n,Not_offensive
Namma manigu banndidda ashwathama,Offensive_Untargetede
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ASN,Not_offensive
@Sachin Y S ik pakka avara irtar,Not_offensive
Prajwal look is different,Not_offensive
LIKE  1M,not-Kannada
ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ,Not_offensive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರಾ..........,Not_offensive
Brazil ಕಂಪನಿ ಬಂದು 4 ವರ್ಷಕ್ಕೆ  ಬಾಗ್ಲು  ಮುಚ್ಚುತು  ಕಾರಣ ಲೋಕಲ್ accountant ಎರಡು ಕೈ ಯಿಂದ ತಿಂದ,Not_offensive
Super songs bro,Not_offensive
Vote for kuri prathap,not-Kannada
ನೀವು 6-5=2 ಸಿನಿಮಾ ವನ್ನು ರಿಯಲ್ ಸ್ಟೋರಿ ಅಂತ ಯಾಕೆ ಸುಳ್ಳು ಹೇಳಿದ್ದು,Offensive_Targeted_Insult_Group
ಕಾಂಗ್ರೇಸ್ನವರು ದೇಶದಲ್ಲಿ ಜಾತಿ,Offensive_Targeted_Insult_Group
Nakkan benki guru,Not_offensive
First like,not-Kannada
Heart touching comment nnE kelsa aagbeku !!,Not_offensive
Sir ond compeny yalli kelsa madidra gov employes labor officer bookmadkond laber ge 5000 salry kotre employe mane  est kasta alva. yava gov sarilla sir nav egga comment madkondu saibeku aste,Offensive_Targeted_Insult_Group
Bhimsen Baburao Waghe Bhimsen Waghe,not-Kannada
@Siddesh Kumar thankyou sir,not-Kannada
ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಮತ್ತೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Not_offensive
Movie is too good,not-Kannada
ಅಚ್ಚ ಕನ್ನಡ ಸಾಂಗ್ ಸೂಪರ್,Not_offensive
Looks like it's a suspense movie,not-Kannada
D boss fanzzz in Sakaleshpur,Not_offensive
@Saraswathi.p.k. Baby swathi,not-Kannada
ಗುರು ನಿಮ್ಗೆ ಡೌಟ,Offensive_Targeted_Insult_Individual
No way chance illa  ivaga elli edane proof kodi  nambteevi,Offensive_Targeted_Insult_Group
#Who is here after 17 million n#ಕನ್ನಡ ಸಿನಿಮಾ ಬೆಳೆಯುತ್ತಿದೆ,Not_offensive
Sakkatt agine   kyakirsi  ugdidira  sir,Not_offensive
Most liked kannada movie songsn1,not-Kannada
@ರಕ್ಕಸ ಬೇಟೆಗಾರ u nailed it,not-Kannada
qdvfs67tr-' 9,not-Kannada
Adi and dia,not-Kannada
ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ,Not_offensive
ASN movie na 1st day 1st show nodoru like maadi,Not_offensive
Thanks you sir,not-Kannada
@Gaurish Akki Studio  please all over karnatakadalli 150 theater alli re release maadodakke heli diya movie annu,Not_offensive
Kathe tumba ista aythu..,Not_offensive
ವಿ ಪಿ ಸರ್...,Not_offensive
Hands Upn Tamil Nadu,not-Kannada
Bro super bro amazing speech,not-Kannada
Rashmika haters like madi,Offensive_Targeted_Insult_Group
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
anna sakatagi matadidya  i like you  anna,Not_offensive
Gentleman sir nevu,Not_offensive
Superb song,not-Kannada
shambhu baligar sir superrrrrrrrrrrrrr,not-Kannada
I love you,not-Kannada
Super song and super dance,not-Kannada
Super lines bro,not-Kannada
Superrrrrrrr  agi heliya Anna tq u so mach video,Not_offensive
ಖಂಡಿತ ಮಾಡೋಣ bro,Not_offensive
ಮೊದಲು ನೀನು ಧರ್ಮದ ಬಾಗೆ ನಿನಗೆಸತು ಗೊತ್ತು ಹೆಲ್ಲು,Not_offensive
ನನಗೆ ಕಾಣುವ ಒಂದೇ ತಪ್ಪು...... publicity ಮಾಡದೇ ಇದ್ದದ್ದು. ....,Offensive_Untargetede
U missed duniyaa movie,not-Kannada
One time kelidre average ansatte,Not_offensive
E video na unlike madoru nijavaglu kannads davaru ala,Offensive_Targeted_Insult_Group
KGF chaffer 2 beda bare baku,Not_offensive
Innu ide avrige bro super roast,Offensive_Untargetede
ಅಪೊಲೊ ಆಸ್ಪತ್ರೆಗೆ ಸೇರಿಸಿದರೆ ಎಲ್ಲ ಸರಿಹೊಗುತ್ತೆ,Not_offensive
Nanage ಅನ್ಸುತ್ತೆ ಈ ವೀಡಿಯೋ ವನ್ನು ರಶ್ಮಿಯ ಮಂದಣ್ಣ ಫ್ಯಾನ್ಸ್ deslike ಮಾಡಿರಬಹುದು,Not_offensive
Karnataka one state but many world,Not_offensive
@Nandi Parthasarathi nanna shanta samana Bollywood Hollywood sulemagne modlu ninna ಮಾತೃಭಾಷೆ ಬೆಳಸು adu yare hero aagli,Offensive_Targeted_Insult_Individual
Song hosa tara feel kodute,Not_offensive
Prathiyobbara ಜೀವನ Da ಆಸೆಗಳು,Not_offensive
Kakka is ossm lol,Not_offensive
ತುಂಬು ಹೃದಯದ ಶುಭಾಶಯಗಳು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಅಭಿಮಾನಿಗಳಿಂದ,Not_offensive
@Mithun KUDLA andh Dani!,not-Kannada
Gud job  nim nirdharakke nimma kelasakke Namma gowrava namaskara. kanditha nimge olle role kodo buddi nirdeshakarige  haagu kannda industry ge barabeku...,Not_offensive
Sorry theaters ge bardiddakke....best movie,Not_offensive
ನಮ್ d boss ಶಾಟ ಕ್ಕೂ ಸಮ ಇಲ್ಲಾ...ಮಗನೇ... ಅವುನ್ ಮಾಡಿದ ಫಿಲಂ ಅಷ್ಟು ಎಕ್ಸ್ಪೀರಿಯೆನ್ಸ್ ಆಗಿಲ್ಲ ತುಲ್ಲರೆ ಮಾತಾಡ್ತೀಯಾ ಹಾದರಗಿತ್ತಿ ಮಗನೇ....  lo mari evrella one film madi buildup tagotare... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ ಅಲ್ಲೇ ಕ್ರೇಜ್ ಹುಟ್ಟಿ ಹಾಕಿದವರು.... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ (ಮೆಜೆಸ್ಟಿಕ್ )ಫಿಲಂ ರಿಲೀಸ್ ಆದಾಗ.. ನಿನ್ ತುಣ್ಣಿ ಇನ್ನು ಬಲ್ತು  ಇರ್ಲಿಲ್ಲ ಗೂಬೆ ತುಲ್ಲಿಗೆ ಹುಟ್ಟಿದ್ ಬೋಳಿಮಗನೇ ನಿಮ್ಮ ಅವ್ವ ಸೂಳೆ,Offensive_Targeted_Insult_Group
@Entertainment Gaming okkk,not-Kannada
ಚಿತ್ರದ climax ಏ.... ಚಿತ್ರವನ್ನು ಮಂಕಾಗಿಸಿದೆ,Offensive_Targeted_Insult_Group
@Ŕävîñđŕå_02_GøWđřú ನೀ ತುಲ್ಯ,Offensive_Targeted_Insult_Individual
Views got struck,not-Kannada
His a bang bang,not-Kannada
Anjali Devi hi,not-Kannada
ತೂಗರಿ ತಿಪ್ಪ ಉತ್ತರ ಕರ್ನಾಟಕ ಜಾನಪದ ಹಾಸ್ಯಮಯವಾದ ಕಥೆ ತುಂಬಾ ಅದ್ಬುತವಾದದ್ದು,Not_offensive
Swag ka baap Rakshit Shetty..,not-Kannada
@*V C R* guru edunna modlu bale fansge helu avru start madidare nau end madthivi,Not_offensive
Sir.nivu superb sir.,Not_offensive
ನಿಜ ಹೇಳಿದ್ರು ಆದರೆ ಇದರಲ್ಲಿ ಸಬ್ಸ್ಕ್ರೈಬ್ ಇರೋದು ಮೂರು ಲಕ್ಷ  ಆನಂದಾಡಿಯೋದರಲ್ಲಿ ರಿಲೀಸ್ ಮಾಡಿದರೆ ಒಡೆಯ ಸಾಂಗ್ ಮೀರಿಸಿತಿತ್ತು,Not_offensive
Sar super song,not-Kannada
ನಿಜಕೂ ಈದು ಆಚರಿನೇ,Offensive_Untargetede
E mathu,Not_offensive
Day ge 600K+ Views nEn haavli Guru,Not_offensive
@TROLL MONSTER_KANNADA nim Amman kalsu thoristhini,Offensive_Targeted_Insult_Individual
signature step is ultimate,not-Kannada
ಇಲ್ಲಿಂದ ನಿಮ್ಮ ವಿಜಯ ಯಾತ್ರೆ ಪ್ರಜ್ವಲಿಸಲಿ,Not_offensive
Elru nodle bekadaa video..,Not_offensive
@citizen408 ok bro,not-Kannada
Ondu trailer cut madak saryag baralla.trailet nodokke kasta agthide,Offensive_Targeted_Insult_Group
@TROLL MONSTER_KANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper( chupper),Offensive_Targeted_Insult_Individual
So 374 jana rashmika fans music video nodidare illi ವರಗೆ.,Not_offensive
ವಿಡಿಯೋ ಇದೆಯಾ ತೊಗರಿ ತಿಪ್ಪ,Not_offensive
ಕೌಶಲ್ಯ ಇದ್ದವರ ಸಂಖ್ಯೆ ಕಡಿಮೆ ಇಲ್ಲ ಸರ್ ತುಂಬಾ ಪ್ರತಿಭಾವಂತರಿದ್ದಾರೆ.... influence ಪವರ್ ತುಂಬಾ ಇದೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ influence ಇಲ್ಲ ಅಂದ್ರೆ ಯಾವನು ಮೂಸಿ ಕೂಡ ನೋಡಲ್ಲ ನಮ್ಮ ದೇಶದಲ್ಲಿ....ಅದಕ್ಕೆ ಕೌಶಲ್ಯ ಇದ್ದೋರಿಗೆ ಕೆಲಸ ಸಿಗ್ತಿಲ್ಲ.....,Offensive_Targeted_Insult_Group
ಕನ್ನಡ ನಾಡಿನ ಕೀರ್ತಿ ಜಗತ್ತಿನೆಲ್ಲೆಡೆ ಹರಡಲಿ ಅಂತ ಬಯಸುತ್ತೇನೆ,Not_offensive
Thankz bro troll alla bro Roast,Not_offensive
Nav gottala d boss fans,Not_offensive
Yes re release madbeku,Not_offensive
Hands up super song,not-Kannada
Boring song .....astu power illa....not like KGF,Offensive_Targeted_Insult_Group
@Sweekar Gowdaadyaru badavarige Uta sigtilla ande yallo nAa place n mobile number kalsu nNim mane hatra tane,Offensive_Targeted_Insult_Individual
Sakath beats..Matte Matte kelabeku anno song..,Not_offensive
ಸೂಪರ್ story kannada savira,Not_offensive
ದಿನಕ್ಕೆ ಹತ್ತು ಗಿಂತ ಎಚ್ಚಗಿ ನೋಡ್ತಾ ಇದೀನಿ ಮಸ್ತ್ ಇದೆ ಬ್ಯಾಗ್ರೌಂಡ್ ಮ್ಯೂಸಿಕ್ ಚಿಂದಿ ಚಿತ್ರಾನ್ನ,Not_offensive
Mahesh. Sanagoudar. Bhagojikoppa,Not_offensive
ಆ ನೂರ ಕೋಟಿ ಭಾರತಕ್ಕೆ ಅಲ್ಲ ಇಡಿ ವಿಶ್ವಕ್ಕೆ,Not_offensive
Waiting for the film.....ನೋಡಲು ಕಾತುರನಾಗಿದ್ದೇನೆ,Not_offensive
Next leval movie in prajval,not-Kannada
Super making super cinematography,Not_offensive
Guru same feeling...,not-Kannada
Pap pabap pap pabapabapap!nTin ti din tin tiditididinnRead in a flownnADDITCTED,not-Kannada
guru despande olle director kate na channagi toeisutare,Not_offensive
@AJITH S SHETTY nanu karthik shetty manglurininda,Not_offensive
I think Sanskrit?,not-Kannada
S super chamayya mestre nimma valletana,Not_offensive
Every day i am listening,Not_offensive
Appu boss kade enda.    Asn.  Movie ge.  Full support edhe,Not_offensive
Amazed Amazing Amazefull,Not_offensive
ಸೂಪರ್ ಕಾಮಿಡಿ ಸ್ಪೀಚ್ ಬ್ರದರ್,Not_offensive
ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ  ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ   ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ?....,Not_offensive
Super movi yallru nodi tumbba tumbba istavada movi,Not_offensive
Waiting  ASN,not-Kannada
India kudda Munde baruthe But late....navella Odmele,Not_offensive
ಅವಾಗ  ಕಬ್ಜ. ದರ್ಶನ. ಇವ್ರೆಲ್ಲಾ ಬಂದು  ಕೆಡವಕ್ತಾರೆ.,Offensive_Targeted_Insult_Group
12 dislikes by gandu nanmakalu,Offensive_Targeted_Insult_Other
Ta bro your ginias,not-Kannada
ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳು ಕಡೆ ಇಂದ all the best ...,Not_offensive
Tik tok vade gala,not-Kannada
Le tukali like dislike janakke bittaddu,Offensive_Targeted_Insult_Group
Nyc bro,not-Kannada
Ayyo guru... Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste.,Offensive_Untargetede
ತುಂಬಾ ಅದ್ಭುತ ಕತೆ,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Bossu Bgm dance,not-Kannada
ತೊಗರಿ  ತಿಪ್ಪ  ಸುಪರ್  ಕಾಮಿಡಿ,Not_offensive
@prithvi nayak ಅದಿಕ್ಕೆ ನಿಮ್ಮ ಲುಚ್ಚಾ ಹೆಂಡ್ತಿ ಮೇಲೆ ಅನುಮಾನ ಪಟ್ಟು ಡೈವರ್ಸ್ ಮಾಡೋಕೆ ಹೋಗಿದ್ದ ಯಾರೋ ಬುದ್ದಿ ಹೇಳಿದರೆ... ಗಂಡರ ಗಂಡ ಜಗ ಮಿಂಡ ನಿಮ್ಮ ಕಾಮಣ್ಣ... ಲುಚ್ಚಾ ಬಳೆಗಾರ,Offensive_Targeted_Insult_Individual
@Dhee Pu Lo goobe rama. Artha iro hage enadru helodidre helu. Sumne tirukalandi thara koribeda.... Madu annodu kriyapada anta nanagoo gottu. Adre 'madu' annodara jote ondu namapada irbeku. Agle vakya sampoornavagodu. kelasa mdu,Offensive_Targeted_Insult_Individual
ರೀಮೇಕ್ ಮೂವಿ....ಇರ್ಬೇಕು ತಮಿಳ್ ವಿಶಾಲ್ ದು ಅಲ್ವಾ,Offensive_Untargetede
