Label,Text
Not_offensive,@Rajashekar Khandare ಕ್ರಷ್ಣನೇ ಶಾಪ ಕೊಡುವುದು ...ಮಯ್ಯಲ್ಲಿ ಕೀವು ತುಂಬಿ ಚಿರಂಜೀವಿ ಆಗಿ ತಿರುಗಾಡುತ್ತಾ ಇರು ಅಂತ....
Not_offensive,@Rajashekar Khandare Houdu sir ashwathamanige chiranjivi vara ide adakke avanige sri krishna aatara shrapa kottiddu ashwatama shivana innondu rudra avtara
not-Kannada,Bhagya Lakshmi 9
not-Kannada,Yes 100% true
Offensive_Untargetede,Yappa bhaya agutte
Not_offensive,ಹೌದು ಇದು ಸಾಕ್ಷಾತ್ ಕೃಷ್ಣ ಕೋಟ ಶಾಪದ ಪರಿಣಾಮ
Offensive_Targeted_Insult_Other,ನೋಡಿ ಸರ್ ಯಾವದನು ಅಲೆಗಳಗಿಲ್ಲ ನಾನು ದೇವರನ ನಂಬಲ ಅಂದರೆ ಕೃಷ್ಣನ ಖಂಡಿತಾ ನಂಬತಿನಿ
Not_offensive,Yakebdre krishnana shapa aduke
Not_offensive,Haudu Swami.Neevu helliddu satthyaa.Gadugin Bharat yemba Grantha baredanthaa Kumarvyaasare aa Narayan santharu.Igalu sahaa naavu Veearanarayan temple nodabahudu.Idu Iruvadhu Gadag city yalli.Hubballi yindaa 55 Km antharadalli Ide.
not-Kannada,gadag our city
Not_offensive,ನಿಜ್ವಗ್ಲೂ ಇದು ಸತ್ಯ ನಾ
not-Kannada,@RAM jnh MNR ss
Offensive_Untargetede,Corona dhinda theatre Alli cinema nodokke aaglilla maga. Mathhe nodthini. Cinema direction  adbutha madidya.
Not_offensive,nim taste gottaythu.. nthaavu dandupalya-5 ge wait maadta idiri alva
not-Kannada,Good .....Kannada films
Not_offensive,ಒಳ್ಳೆ ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ಯಾವಾಗ್ಲೂ ಸಪೋರ್ಟ್ ಮಾಡೋ fans ಕಡೆಯಿಂದ
Offensive_Targeted_Insult_Group,Trailer barii ide nodlebeku..
Not_offensive,ಈ ತರಹ‌ ಒಳ್ಳೆಯ ಕಾಂಸೆಪ್ಟ್ ಇಟ್ಕೊಂಡ್ ಮೂವಿ ಮಾಡ್ರಪ್ಪ. ಕಿಸ್ ಮಾಡೋದು
Not_offensive,ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ
not-Kannada,It looks like rangitharanga-2
Not_offensive,Unique aagide trailer.. namma kannada film antha proud feel li bere languages frnds gella thorista idini trailer na
Not_offensive,super aagide trailer.. 6th film nododu pakka
Offensive_Untargetede,Yella shatti gale
Offensive_Targeted_Insult_Group,Idu nijvaaglu cinema na illa sum sumne naa ? 
Offensive_Targeted_Insult_Individual,sum sumne andre
not-Kannada,Tennis Krishna fans hit like
Not_offensive,ಸೂಪರ್ n.. ಮಠ ಸರ್ ದಾಡಿ ಬ್ಲಾಕ್ ಮಾಡಿರೋದು ಖುಷಿ ತಂದಿದೆ
Offensive_Targeted_Insult_Group,ಶೆಟ್ಟಿಗಳು ಎಲ್ಲಾ ಈತರ ಕಥೆ ತೆಗಿಯೋದು ಮುಖ್ಯವಲ್ಲ ಕಮರ್ಷಿಯಲ್ ಸಿನಿಮಾ ಮಾಡಿ ತೋರಿಸಿ
not-Kannada,Shetre shoku aathnd..
Not_offensive,ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಮತ್ತು ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತಿದೆ. ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ಕಾಯುತ್ತೇವೆ. ಒಳ್ಳೆಯದಾಗಲಿ
not-Kannada,BGM is Superbb
Offensive_Targeted_Insult_Group,So called ದೊಡ್ಡ ದೊಡ್ಡ ಸ್ಟಾರ್ ನಟರು ಇಂತಹ ಚಿತ್ರಗಳ ಬಗ್ಗೆನೂ ಸ್ವಲ್ಪ ಗಮನ ಕೊಟ್ರೆ ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮ ಒಳ್ಳೆಯ ಎತ್ತರಕ್ಕೆ ಬೆಳೆಯುತ್ತೆ
Offensive_Targeted_Insult_Group,Olledu ond pan India movie madro sumne yak eneno madkondu...
Not_offensive,ಇವರ ಸಿನಿಮಾದಲ್ಲಿ ಸಂಸ್ಕೃತಿ ಎದ್ದು ಕಾಣುತ್ತೆ
Not_offensive,Good ..but small dout karavali bittu berekade content sigalva.
Not_offensive,ಈ ಶೆಟ್ರುಗಳ ಸಿನಿಮಾನೆ ಒಂದ್ ರೀತಿ ಚಂದ ಇರುತ್ತೆ
Not_offensive,ಈ ಚಿತ್ರದಲ್ಲಿ ನಟಿಸಿರುವ ಎಂ.ಕೆ. ಮಠ ಅದ್ಭುತ ನಟ. ರಂಗಭೂಮಿ ಹಿನ್ನೆಲೆ ಇರುವವರು. ಬಹುಭಾಷಾ ನಟ. ತಮಗೆ ಸಿಕ್ಕ ಕ್ಯಾರೆಕ್ಟರ್ ಗೆ ಪರಕಾಯ ಪ್ರವೇಶ ಮೂಲಕ ನ್ಯಾಯ ಒದಗಿಸುತ್ತಾರೆ. Love you ಮಠ ಸರ್
Not_offensive,ಒಂದು ಅರ್ಥಪೂರ್ಣ ಕಥೆ ಕಾಣಿಸುವ ಸೂಚನೆ... ಪ್ರಮೋದಣ್ಣ ನಿಜಕ್ಕೂ ಜೀವ ತುಂಬ್ತಾರೆ
Offensive_Targeted_Insult_Group,ಬೀದಿ ಕಸ ಗುಡಿಸಿ ತನ್ನ ಮಕ್ಕಳನ್ನ IAS
Offensive_Targeted_Insult_Group,Ondu trailer cut madak saryag baralla.trailet nodokke kasta agthide
not-Kannada,dboss true fans like here
not-Kannada,Jai D BOSS
not-Kannada,Thukaram gud luck
Not_offensive,All the best n      Yella  kannadigana paravagi nYella nataru nammavare
Offensive_Untargetede,Likes goskara yaakro prathi video nallu d boss fans
Not_offensive,ಪ್ರಾಣಿಯ ಶಿಕಾರಿ ಅಲ್ಲ ಅಂತ ತಿಳಿಯುತ್ತೆ.. ಯಾವ ಶಿಕಾರಿ.. ಕಾದು ನೋಡಬೇಕಾಗಿದೆ superb trailer..
Not_offensive,ಗೆಲ್ಲುತ್ತೆ ಡೋಂಟ್ ವೆರಿ
Not_offensive,ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ
Offensive_Untargetede,ಎಲ್ಲಾ ಫಿಲ್ಮ್ ಚನ್ನಗಿರತವೆ ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ಗೆ ಬಂದು ನೋಡಲ್ಲಾ ಇದಕೆ ಕಾರಣ ಏನು ಓಹೋ ಎಲ್ಲಾ ಒಂದೇ ರಿಲೀಸ್ ಮಾಡ್ತಾರೆ ಅಧ್ಕ್
not-Kannada,Super I like it
Offensive_Targeted_Insult_Group,ಈ ಕರಾವಳಿ ಶೆಟ್ರು films ಯಾಕೆ ಇಷ್ಟೊಂದು dull and bore ಹೊಡಿಸುತ್ತೋ ಗೊತಾಗ್ತಿಲ್ಲ. ಆ ಕಿರಿಕ್ ಪಾರ್ಟಿ
Offensive_Targeted_Insult_Individual,hi chandra kanth.. UK andre kelvu shettys ge ulidavaru kandante film antha sudden aagi gottagalla.. UK
not-Kannada,Movie sena ok
Not_offensive,Chennagide eno suspense ide
not-Kannada,D boss fans are like plzzz
Not_offensive,E movie name  enu  paka  hitttt e a
Not_offensive,ಮೇಜರ್ ಜನರಲ್ ಅಬಿನಂಧನ್  ವರ್ಧಮಾನ್ ಡಿ ಬಾಸ್ ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳಿಂದ ನಿಮ್ಮ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ...
Not_offensive,ಒಂದು ಶಿಕಾರಿಯ ಕಥೆ.. ಆಗದೆ ಇರಲಿ ಪ್ರೇಕ್ಷಕರಿಗೆ ವ್ಯಥೆ..nಜೈ ಕನ್ನಡ..
Not_offensive,Ondu muttinantha kathe iruva cinema
Not_offensive,All the best from ಸ್ವಾಭಿಮಾನಿ ಕನ್ನಡಿಗರ ವೇದಿಕೆ
Offensive_Targeted_Insult_Other,Dislike mado  tukaligalu ond movie screen madli saku adestu kasta anta gottagutte .all the best for this move
not-Kannada,Jai d boss
not-Kannada,@Rajath Kunte okay.
Offensive_Untargetede,Haa ebbbaru obbare !
Not_offensive,Kannada indusrty ivag ivaga improve agtaide annovru like madi..
Not_offensive,Nija vada mathu
Not_offensive,Kannada cinema dali osha parvaa . .......
not-Kannada,I like it I like it kantha.
Offensive_Targeted_Insult_Group,Thu thukali trailer
Offensive_Targeted_Insult_Group,Shettys>>>>Dboss+Raj kutumba+sarja family
Not_offensive,ಉಳಿದವರು ಕಂಡಂತೆ ಪಾರ್ಟ್ 2
Offensive_Targeted_Insult_Group,ಏನ್ ತುಕಾಲಿ ಫ್ಯಾನ್ಸ್ ಮರ್ರೆ... ಟ್ರೈಲರ್ ಬಗ್ಗೆ ಕಾಮೆಂಟ್ ಮಾಡೋದು ಬಿಟ್ಟು... ಆ ಫ್ಯಾನ್ಸ್  ಕಡೆಯಿಂದ ಅಲ್ ದಿ ಬೆಸ್ಟ್... ಈ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್... ಥು ಇವ್ರ ಜನ್ಮಕ್ಕೆ
Offensive_Targeted_Insult_Individual,ಗುರು ನಿನ್ ಹೇಳು ಪ್ರಕಾರ ಯಾರು ಮಾವಿನ್ ಸುಪೋರ್ಟ್ ಮಾಡ್ಬಾರ್ದು
not-Kannada,Come back prajwal
not-Kannada,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ ಗೆ ಈ ಸಿನಿಮಾ ಟರ್ನಿಂಗ್  ಪಾಯಿಂಟ್ ಅಗೋಡ್4ಅಲ್ಲಿ ಅನುಮಾನನೆ ಇಲ್ಲ
Not_offensive,ಜೈ ಡಿ ಬಾಸ್ ರಾಯಚೂರಿನ ಅಭಿಮಾನಿಗಳ ವತಿಯಿಂದ All the best
not-Kannada,Pora rai koodi tulla
not-Kannada,Ha sanchari vijay waiting to see him
not-Kannada,Jai d boss
not-Kannada,Copy dub movie
not-Kannada,All di best for D Boss fans
Not_offensive,Trailer superb Pajju promotion chennagi maadi pakka blockbuster agutte
Not_offensive,ಲವ್ ಯೂ ಡಿ ಬಾಸ್
Offensive_Targeted_Insult_Other,Ide Tara ide Kate bere basheli bandre hododi nodteera Ade kannadadalli  bandre yakro nodalla ....
Offensive_Targeted_Insult_Group,D Boss support idre sinima gellutte no doubt
not-Kannada,Jai D BOSS  love you darshan
not-Kannada,Odeya Kannada full movie
Offensive_Targeted_Insult_Individual,Darshan kacha thinogu sule magne
Not_offensive,D boss love ers 1 like madi
Not_offensive,Love you so much Anna
not-Kannada,D BOSS fans
not-Kannada,Vishal movie remake
Not_offensive,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಅವರು ಕ್ಲಾಸ್ ಗಿಂತ ಮಾಸ್ ಸೂಪರ್ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ
Not_offensive,Trailer super guru
not-Kannada,Soooper.d  Boss
not-Kannada,Super super D Boss
Not_offensive,ನಮ್ಮ್ ಪ್ರಜ್ವಲ್ ಬೋಸ್ ಗೇ ಒಂದ್ ಒಳ್ಳೇ ಯಶಸ್ಸು ಅನ್ನ ಕೊಡ್ಲಿ ಈ chitra
not-Kannada,D Boss fens
Not_offensive,Chiki chiki chiki chikapa nidde madidu saaku swalpa helapa!!!! WOWWWWWWWWWW mastuuuuuuu!!!!
not-Kannada,Kgf 2
Not_offensive,Prajwal devaraj matte yeddelo chances ide adu ee trailer ali kaanustide
Offensive_Targeted_Insult_Other,Nakkan idhu subject Andre eevag heltheeni industry change aagthide... Thousand times better than Jaatre films of sarjas...
Not_offensive,guru despande olle director kate na channagi toeisutare
not-Kannada,Jai d bosss
Not_offensive,Olle comeback movie prajwal avrge
not-Kannada,Jai d boss
not-Kannada,Tamil remake nan sigapu manithan
not-Kannada,Kiran MB it's swamake
Offensive_Untargetede,After 25 flops .. gentle man block buster
not-Kannada,Prajju love you from d boss fan
not-Kannada,Superb trailer ....
Not_offensive,ಇಲ್ಲಿಂದ ನಿಮ್ಮ ವಿಜಯ ಯಾತ್ರೆ ಪ್ರಜ್ವಲಿಸಲಿ
not-Kannada,Remake  ka baap prajwal is back with remake
not-Kannada,Its a swamake movie.. not remake
not-Kannada,Waiting waiting waiting
Offensive_Targeted_Insult_Individual,Dinadalli 18 gante malgonige kelsa yar kottru guru ..? Contact info idya?
Offensive_Untargetede,Dislike yav mahanbhavru madiradu  guru.!! Looks like promising trailer
Not_offensive,ಕೆಲಸ ಬೇಕಾnCall to 8546903696
not-Kannada,This year watch ondu shikariya kathe
not-Kannada,@Mr goodboy Swami
Not_offensive,kannadadha abimani jai karnataka all tha best comeback
Offensive_Targeted_Insult_Individual,Nin yavag nodidde baggi avn potential. Muchole
Offensive_Targeted_Insult_Individual,@Nagaraj Manjithaya bro parabhase Alla film chennagirod nodtare Ashte
not-Kannada,Jai D bossssssssssssssssssss fan hits like
Offensive_Targeted_Insult_Group,Ei movi pass aglile
not-Kannada,Nan sigapu manithan remake.
Offensive_Targeted_Insult_Individual,Prajju prajju nan prajwala ondu hittu ninu kodappa from fan
not-Kannada,Prajwal Devaraj
Not_offensive,ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳು ವತಿಯಿಂದ  All the best
not-Kannada,Make it pan India
not-Kannada,Trailer looks soo promising
Not_offensive,ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು
Not_offensive,Super ide trailer
not-Kannada,Super trailer
Offensive_Targeted_Insult_Individual,Guru deshgaande swantha picture tegeyo sule maga alla.. Yaav picture remake idhu
Not_offensive,ಪಕ್ಕಾ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್
Not_offensive,Trailer tumba channagide
Not_offensive,Entha movie multi language barbeku
Not_offensive,Ee movieyinda dodda mattada success siguthhe Prajwal sirge.
not-Kannada,Pakka hit movie
Not_offensive,@Naveen R Naan sigapu manithan
Offensive_Targeted_Insult_Individual,Nimmamman hogi alli kelsa madu gothagute
not-Kannada,Next leval movie in prajval
Offensive_Targeted_Insult_Group,Idu yaavdo tamil film remake guru
Offensive_Untargetede,Kannada.....matte remake film.
not-Kannada,Super Kannada film industry changing
not-Kannada,Suspen movie prajaval
Not_offensive,Same syndrome namma maji cm gi itta??
not-Kannada,You deserve big level
Offensive_Targeted_Insult_Individual,Saku thika muchu shoki nan magne
Offensive_Targeted_Insult_Group,Olle concept guru.. kannadadalli intha cinema barabeku
not-Kannada,Looks promising
not-Kannada,Super jai d boSs
Offensive_Targeted_Insult_Individual,E guru desapande ge remake bittu swamake madoke baralla nVishal mathu lakshmimenon Tamil movie idu
not-Kannada,I do like Guru Deshpande Movies. Im gonna rush
not-Kannada,Hindi dubbed movie download link hd
not-Kannada,Trailer supernLast music like a Telugu movie raakshasudu
Not_offensive,ವಾಹ್!!! Trailer ಅದ್ಭುತವಾಗಿದೆ.n
not-Kannada,Why is Voice still like teenage ?
not-Kannada,KGF CHAPTER 2
not-Kannada,Pakk plap movi
not-Kannada,Hindi Hindi Hindi hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi Hindi
not-Kannada,Movie is promising
Not_offensive,Super trailer praju Anna
Offensive_Targeted_Insult_Individual,Og avn tunne unnu first
not-Kannada,Nice bro jai D boss
Not_offensive,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ sir is  back
Not_offensive,Trailer ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ
Not_offensive,Supper anna
Not_offensive,ನಮ್ಮ ಕನ್ನಡ ಹೀರೋಗಳ ಲೆವೆಲ್ change agide after kgf.
Not_offensive,E tara film ge ella kaitaididdu.... Welcooome..... Item song iro
not-Kannada,Seem like sure shot hit
not-Kannada,Love u   ajaneesh
Offensive_Targeted_Insult_Individual,@Vinay Kumar MS avn allla guru Tika urkondeddu nenu 
not-Kannada,Le mc tuje dislike logoo ka kya lena dena.... Magyaa
Offensive_Targeted_Insult_Individual,@Vinay Kumar MS nin mane address kodu
Offensive_Targeted_Insult_Individual,@Vinay Kumar MS nenu Kano tukali avn alla
Offensive_Targeted_Insult_Individual,@Sumukh M.R maga urkanbeda bido
not-Kannada,अरे वाह... गजब की फील है इस गाने में..? Fan from gujarat
not-Kannada,@Venkatesh Maraddi हिन्दी ऑडिएंस में भी ASN का गजब क्रेज है। जरूर देखेंगे इस फिल्म को। We will definitely watch this movie....
Not_offensive,Bollywood range nali ide super song
not-Kannada,Trending no.1 wow
not-Kannada,Again and again
Not_offensive,Amazing  song gudluk to alla team ..super vp sir
not-Kannada,No.1 trading guru....ASN
Not_offensive,All the BEST SANDALWOODಒಡೆಯಾ ಡೀ ಬಾಸ್ ಫ್ಯಾನ್ಸ್
Not_offensive,Music superaagi kottidiya guru
Not_offensive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
Not_offensive,Nice music sir
Not_offensive,super  song
not-Kannada,slum dialogue pogaru
Not_offensive,FOCUS KARNATAKA howdhu 
Not_offensive,ಜೈ ಭುವನೇಶ್ವರಿ 
Not_offensive,ಜೈ ಕನ್ನಡ
not-Kannada,Anyone after trending 
Not_offensive,ಈ ಹಾಡನ್ನು ಕೇಳುತ್ತಿದ್ದರೆ ನನಗೆ ಸ್ವಾಗ್ ಸೆ ಕರೆಂಗೆ ಸಬ್ಕಾ ಸ್ವಾಗತ್ ಹಾಡು ನೆನಪಾಗುತ್ತೆ.nಸ್ವಲ್ಪ ಹಾಗೇನೇ ಇದೆ ಮ್ಯೂಸಿಕ್ ಅಂತ ನನಗೆ ಅನ್ನಿಸ್ತು.n
Not_offensive,Super  jai kiccha sudeep anna
not-Kannada,Wow Super sang
Not_offensive,ಎಷ್ಟು ಕೇಲ್ಲಿ ಗುರು ನಾನು ಇನ್ನೂ ಕೇಳಬೇಕು ಅನಿಸುತ್ತೆ all the best ಶೇಟ್ರೆ
Not_offensive,superrr shettrrre
Offensive_Targeted_Insult_Group,2019 utter flop in sandlewood
Offensive_Targeted_Insult_Individual,Yaav movie flop andri?
Not_offensive,ನಾರಾಯಣ ಬಂದ ದಾರಿ ಬಿಡಿ
Not_offensive,Rakshit Macha time togondrunu sakath agi bandide
Not_offensive,ಸಾಂಗ್ ಪ್ರಮೋಷನ್ ಇಲ್ದೆನೆ #1 ಟ್ರೆಂಡಿಂಗ್ ನಲ್ಲಿದೆ ಇದು ಹೇಗ್ ಸಾಧ್ಯ... ?
Not_offensive,ನಿಮ್ಮಗೆ ಇಷ್ಟ ಆಗಿದ್ರೆ ಸೂಪರ್  bgm ಅನಿಸಿದರೆ .like ಮಾಡಿ share . ಕನ್ನಡ industries  power ತೋರಿಸೋಣ್ಣ
Not_offensive,Continue 8 sali kelide song bejare aglilla chindi song and music
Not_offensive,Hands up song full Kirak song
not-Kannada,കേരളത്തിലെ നല്ലവരായ സിനിമ പ്രേമികളുടെ ഏറ്റവും പ്രിയങ്കരനായ nRakshit shetty nWe Love u rakshitt shetty nHANDSUPnVijay prakash sound make its more beautiful
Not_offensive,Booking start  ಮಾಡಿ
Not_offensive,ದೊಡ್ಡಬಳ್ಳಾಪುರ ದ ಸೌಂದರ್ಯ ಮಹಲ್ ನಲ್ಲಿ  ಹವಾ ಪಕ್ಕ .   ....n.. ಕಿರಿಕ್ ಪಾರ್ಟಿ after
Offensive_Targeted_Insult_Individual,@shivaraj shivu Mathe Yavaglu Telugu Ge  yake saitare alllli erorela?
Offensive_Targeted_Insult_Individual,@Prasad Hegde  ಆಂಧ್ರವಲ ಗಳು eddare .  ಅಂದ್ರ ನಾಯಿಗಳು ತೆಲುಗು.ಕನ್ನಡ ಪ್ರೇಮಿಗಳು ಕನ್ನಡ ಸಿನಿಮಾ ನೋಡಿತರೆ.  ದರ್ಶನ್. ಸುದೀಪ್. ಪುನೀತ್. ಯಶ್. ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ .ದ್ರುವ ಸರ್ಜಾ. ಶಿವಣ್ಣ. Heavy fan fellowing. ಇದೆ.  But ಇನ್ನೊಂದು ತೆಲುಗು ಸಿನಿಮಾ ನೋಡೋದು ಚಿಕ್ಕಬಳ್ಳಾಪುರ   ಜಾಸ್ತಿ .
Not_offensive,Full havli idona bidi bro kannadigaru navinnu idivavala
Not_offensive,@Thilak Kumar  e ondu mathu    saku bro    Kannada   industry ge support
Not_offensive,@shivaraj shivu ನಾನು ದೊಡ್ಡಬಳ್ಳಾಪುರದ ಅಸಲಿ ಕನ್ನಡಿಗ
Not_offensive,@Manju Sonu  ಅಭಿನಂದನೆ
Offensive_Targeted_Insult_Group,ಮುಚ್ಚಲೇ..... ಆ ತುಲುಗು ನವರಿಗೆ ಹುಟ್ಟಿರೋರ್ ಥರ ಯಾವಾಗಲೂ ಸೌಂದರ್ಯ ಸೊಬಗುಲಿ ಅವರದ್ದೆ ಹಾಕಿರುತ್ತಾರೆ..... ರಾಜ್ ಕಮಲ್ ಒಂದ್ರಲ್ಲೆ ಕನ್ನಡ ಹಾಕೋದು....
Offensive_Targeted_Insult_Individual,@Nandi Parthasarathi  ಸ್ವಾಮಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ರಾಜಕಮಲ್  ನಲ್ಲಿ  ಕೇಸಿಎನ್ ಗೌಡ್ರು owner .ಆದ್ರೂ ಬಾಡಿಗೆ therater  ಕೋಟಿರೋದ್ರ ದಿಂದ  ತುಲುಗು ಸಿನಿಮಾ 3  ರಾಜಕಮಲ್ ಹಾಕಿದನ್ನೇ
Offensive_Targeted_Insult_Individual,@Nandi Parthasarathi  ಮುಚ್ಚಲ್ಲೇ.... ಮರಿ  ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು .ರಾಜಕಮಲ್ ಗೆ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾಸನೆ. ಸರಿಯಾದ ಮೆಂಟೇನ್ಸ್ಸ್ ಇಲ್ಲ.  ಅವಾಗ ಕನ್ನಡ ಸಿನಿಮಾ ಹಾಕೋಡ್ರ್ಲ್ಲಿ ನಮ್ಮಗೂ ಇಷ್ಟ ಇತ್ತು. ತೆಲುಗು  ಸೈರ ನರಸಿಂಹ ರೆಡ್ಡಿ ಹಾಕಿಡೋನೋ ರಾಜಕಮಲ್ ಮರ್ಯಾದೆ ನೋ ಹೋಯಿತು
